1	autre	autre
2	autre	autre
3	autre	autre
4	autre	autre
5	autre	autre
6	autre	autre
7	autre	autre
8	autre	autre
9	autre	autre
10	autre	autre
11	autre	autre
12	autre	autre
13	autre	autre
14	autre	autre
15	autre	autre
16	autre	autre
17	autre	autre
18	autre	cine
19	autre	autre
20	autre	autre
21	autre	autre
22	critique_a	critique
23	critique_a	critique_a
24	autre	autre
25	autre	cine
26	autre	autre
27	autre	autre
28	autre	autre
29	autre	autre
30	autre	autre
31	autre	autre
32	autre	autre
33	autre	autre
34	autre	autre
35	autre	autre
36	autre	autre
37	autre	autre
38	autre	autre
39	autre	autre
40	autre	autre
41	autre	autre
42	autre	cine
43	autre	autre
44	autre	autre
45	autre	autre
46	autre	autre
47	autre	autre
48	autre	autre
49	autre	autre
50	autre	autre
51	autre	autre
52	autre	autre
53	autre	autre
54	autre	autre
55	autre	autre
56	autre	autre
57	autre	autre
58	autre	autre
59	autre	autre
60	autre	autre
61	autre	autre
62	autre	autre
63	autre	autre
64	autre	autre
65	autre	autre
66	autre	autre
67	autre	autre
68	autre	critique
69	critique	critique_a
70	critique_a	critique_a
71	critique_a	critique_a
72	critique_a	critique_a
73	critique	critique
74	critique_a	critique_a
75	autre	cine
76	autre	autre
77	critique	critique
78	critique	critique
79	critique	critique
80	critique	critique
81	cine	cine
82	autre	critique_a
83	autre	autre
84	autre	critique_a
85	autre	autre
86	autre	autre
87	autre	autre
88	autre	autre
89	autre	autre
90	autre	autre
91	autre	autre
92	autre	autre
93	autre	cine
94	autre	autre
95	autre	autre
96	autre	autre
97	autre	autre
98	autre	autre
99	autre	autre
100	autre	autre
101	autre	autre
102	autre	autre
103	autre	autre
104	autre	autre
105	autre	autre
106	autre	autre
107	cine	critique
108	autre	autre
109	autre	autre
110	autre	autre
111	autre	autre
112	autre	autre
113	autre	autre
114	autre	autre
115	autre	autre
116	autre	autre
117	autre	autre
118	autre	autre
119	autre	autre
120	autre	autre
121	autre	autre
122	autre	autre
123	autre	autre
124	autre	autre
125	autre	autre
126	autre	autre
127	autre	autre
128	cine	cine
129	autre	autre
130	autre	autre
131	autre	autre
132	autre	autre
133	cine	critique
134	autre	autre
135	autre	cine
136	cine	cine
137	cine	cine
138	autre	critique_a
139	critique_a	autre
140	autre	autre
141	critique	critique_a
142	cine	critique
143	cine	cine
144	autre	cine
145	critique	cine
146	cine	cine
147	autre	critique_a
148	critique_a	critique_a
149	autre	critique_a
150	cine	critique
151	autre	cine
152	critique	critique
153	autre	critique_a
154	critique	cine
155	autre	autre
156	autre	autre
157	cine	critique_a
158	critique_a	critique_a
159	autre	cine
160	cine	cine
161	autre	autre
162	autre	cine
163	autre	critique_a
164	autre	critique
165	cine	critique
166	autre	autre
167	cine	critique_a
168	critique_a	critique
169	autre	autre
170	autre	autre
171	autre	autre
172	autre	autre
173	critique_a	critique_a
174	critique_a	critique_a
175	cine	critique_a
176	autre	cine
177	critique_a	critique_a
178	autre	autre
179	autre	cine
180	autre	autre
181	autre	autre
182	autre	critique_a
183	autre	autre
184	autre	autre
185	autre	autre
186	autre	autre
187	autre	autre
188	autre	autre
189	autre	autre
190	critique_a	critique_a
191	critique_a	critique_a
192	cine	critique
193	cine	critique_a
194	autre	cine
195	autre	autre
196	autre	autre
197	autre	cine
198	autre	autre
199	autre	autre
200	autre	autre
201	cine	cine
202	autre	cine
203	autre	autre
204	autre	critique_a
205	autre	autre
206	autre	autre
207	autre	autre
208	autre	autre
209	autre	cine
210	autre	cine
211	critique_a	critique
212	critique_a	critique
213	autre	critique_a
214	critique	critique
215	autre	autre
216	autre	critique
217	autre	critique_a
